nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: absence
A: presence

Q: socialist
A: capitalist

Q: consistent
A: inconsistent

Q: rim
A: center

Q: relax
A: worry

Q: verge
A:","Q: verge
A:","Q: absence
A: presence

Q: socialist
A: capitalist

Q: consistent
A: inconsistent

Q: rim
A: center

Q: relax
A: worry

",center,Verge is,: : :,False,False,Verge is,: : :,False,False,Verge is,: : :,False,False,Verge is,10,False,False,Verge is,10,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,"The word """,False,False,Verge is,"The word """,False,False,Verge is,"The word """,False,False,Verge is,"The word """,False,False,Verge is,"The word """,False,False,Verge is,The word ver,False,False,Verge is,The word ver,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,Verge is,False,False,Verge is,Verge is,False,False,Verge is,verge,False,False,Verge is,verge,False,False,Verge is,Verge is,False,False,Verge is,"The word """,False,False,Verge is,"The word """,False,False,Verge is,1.,False,False
"Q: disadvantage
A: privilege

Q: confirm
A: deny

Q: incomparable
A: comparable

Q: possible
A: impossible

Q: tiny
A: gigantic

Q: secondary
A:","Q: secondary
A:","Q: disadvantage
A: privilege

Q: confirm
A: deny

Q: incomparable
A: comparable

Q: possible
A: impossible

Q: tiny
A: gigantic

",primary,The secondary is,secondary,False,False,The secondary is,10,False,False,The secondary is,I'm,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,"The word """,False,False,The secondary is,The most common,False,False,The secondary is,The most common,False,False,The secondary is,The most common,False,False,The secondary is,The second-,False,False,The secondary is,The secondary is,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,secondary,False,False,The secondary is,The secondary is,False,False,The secondary is,secondary,False,False,The secondary is,The secondary is,False,False,The secondary is,The secondary is,False,False,The secondary is,The secondary is,False,False,The secondary is,1.,False,False
"Q: happiness
A: sadness

Q: internal
A: external

Q: dislike
A: like

Q: diluted
A: concentrated

Q: instability
A: stability

Q: straightforward
A:","Q: straightforward
A:","Q: happiness
A: sadness

Q: internal
A: external

Q: dislike
A: like

Q: diluted
A: concentrated

Q: instability
A: stability

",convoluted,I think the,I'm,False,False,I think the,1.,False,False,I think the,I'm,False,False,I think the,I’m,False,False,I think the,I’m,False,False,I think the,A: A,False,False,I think the,"yes, it",False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,straightforward,False,False,I think the,I think it,False,False,I think the,"The word """,False,False,I think the,"The word """,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,The word you,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,I think the,False,False,I think the,1.,False,False
"Q: persist
A: relent

Q: lower
A: upper

Q: need
A: have

Q: stadium
A: field

Q: redundant
A: essential

Q: youthful
A:","Q: youthful
A:","Q: persist
A: relent

Q: lower
A: upper

Q: need
A: have

Q: stadium
A: field

Q: redundant
A: essential

",elderly,youthful,11,False,False,youthful,10,False,False,youthful,10,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,I think it,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,youthful,False,False,youthful,I think it,False,False,youthful,1.,False,False
"Q: compulsory
A: optional

Q: unfavorable
A: favorable

Q: charming
A: unappealing

Q: sanity
A: madness

Q: sane
A: insane

Q: citizen
A:","Q: citizen
A:","Q: compulsory
A: optional

Q: unfavorable
A: favorable

Q: charming
A: unappealing

Q: sanity
A: madness

Q: sane
A: insane

",foreigner,citizen,: : :,False,False,citizen,: : :,False,False,citizen,: : :,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,I am a,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,citizen,False,False,citizen,The word citiz,False,False,citizen,The word citiz,False,False,citizen,The word citiz,False,False,citizen,The word citiz,False,False,citizen,The word citiz,False,False,citizen,1.,False,False
"Q: prohibit
A: allow

Q: operative
A: inoperative

Q: single
A: married

Q: invalid
A: valid

Q: conservative
A: radical

Q: taking off
A:","Q: taking off
A:","Q: prohibit
A: allow

Q: operative
A: inoperative

Q: single
A: married

Q: invalid
A: valid

Q: conservative
A: radical

",landing,I'm,10,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,"yes, it",False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,taking off,False,False,I'm,take off,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,The first thing,False,False,I'm,The first thing,False,False,I'm,The first thing,False,False,I'm,The first thing,False,False,I'm,The first thing,False,False,I'm,1.,False,False
"Q: frown
A: smile

Q: claim
A: forfeit

Q: pride
A: humility

Q: sharp
A: muff

Q: western
A: eastern

Q: peace
A:","Q: peace
A:","Q: frown
A: smile

Q: claim
A: forfeit

Q: pride
A: humility

Q: sharp
A: muff

Q: western
A: eastern

",war,Peace is a,: : :,False,False,Peace is a,10,False,False,Peace is a,I'm,False,False,Peace is a,I’m,False,False,Peace is a,I’m,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,1.,False,False
"Q: cooling
A: heating

Q: successful
A: unsuccessful

Q: final
A: preliminary

Q: significant
A: petty

Q: bright
A: dim

Q: appreciation
A:","Q: appreciation
A:","Q: cooling
A: heating

Q: successful
A: unsuccessful

Q: final
A: preliminary

Q: significant
A: petty

Q: bright
A: dim

",depreciation,I appreciate your,: : :,False,False,I appreciate your,: : :,False,False,I appreciate your,A: A,False,False,I appreciate your,a:,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,I appreciate your,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,appreciation,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,I am so,False,False,I appreciate your,Dear Friend,False,False,I appreciate your,Dear Friend,False,False,I appreciate your,Dear Friend,False,False,I appreciate your,Dear Friend,False,False,I appreciate your,I appreciate your,False,False
"Q: compatible
A: incompatible

Q: right
A: wrong

Q: popular
A: unpopular

Q: clumsy
A: graceful

Q: affirmative
A: negative

Q: big
A:","Q: big
A:","Q: compatible
A: incompatible

Q: right
A: wrong

Q: popular
A: unpopular

Q: clumsy
A: graceful

Q: affirmative
A: negative

",little,big,10,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,10,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,small,False,False,big,small,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,big,False,False,big,1.,False,False
"Q: rounded
A: angular

Q: differ
A: similar

Q: corresponding
A: noncorresponding

Q: imported
A: domestic

Q: flexible
A: rigid

Q: previous
A:","Q: previous
A:","Q: rounded
A: angular

Q: differ
A: similar

Q: corresponding
A: noncorresponding

Q: imported
A: domestic

Q: flexible
A: rigid

",next,previous,: : :,False,False,previous,: : :,False,False,previous,: : :,False,False,previous,10,False,False,previous,10,False,False,previous,10,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,next,False,True,previous,previous,False,False,previous,next,False,True,previous,next,False,True,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,next,False,True,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,previous,False,False,previous,10,False,False
"Q: hope
A: despair

Q: huge
A: tiny

Q: civilian
A: martial

Q: intense
A: mild

Q: professional
A: amateur

Q: posterior
A:","Q: posterior
A:","Q: hope
A: despair

Q: huge
A: tiny

Q: civilian
A: martial

Q: intense
A: mild

Q: professional
A: amateur

",prefrontal,The posterior is,10,False,False,The posterior is,10,False,False,The posterior is,1.,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,10,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,posterior,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,The posterior is,False,False,The posterior is,1.,False,False
"Q: delete
A: file

Q: visible
A: invisible

Q: uniform
A: varied

Q: likely
A: unlikely

Q: available
A: unavailable

Q: public
A:","Q: public
A:","Q: delete
A: file

Q: visible
A: invisible

Q: uniform
A: varied

Q: likely
A: unlikely

Q: available
A: unavailable

",secret,public is a,: : :,False,False,public is a,public,False,False,public is a,I'm,False,False,public is a,I'm,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public,False,False,public is a,public is a,False,False,public is a,public is a,False,False,public is a,1.,False,False
"Q: swift
A: sluggish

Q: follow
A: lead

Q: lock
A: unlock

Q: signal
A: noise

Q: liquid
A: solid

Q: conceptual
A:","Q: conceptual
A:","Q: swift
A: sluggish

Q: follow
A: lead

Q: lock
A: unlock

Q: signal
A: noise

Q: liquid
A: solid

",practical,The conceptual,1.,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,I think it,False,False,The conceptual,I think it,False,False,The conceptual,I think it,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,conceptual,False,False,The conceptual,Conceptual,False,False,The conceptual,The conceptual,False,False,The conceptual,I think it,False,False
